	step0	frequency_original
24216	Cséka György esztéta,	1
24217	Anca Benera & Arnold Estefan (RO),	2
24218	KIS PRUMIK Zoltán,	1
24219	Erdely Emese,	2
24220	Szalai Judit,	5
24221	Jacobo Alonso,	3
24222	Oravecz Magdolna,	2
24223	művészettörténész és kurátor	4
24224	Marta Szymanska	2
24225	Polgári Márton,	1
24226	Ursula Palla (CH),	2
24227	Nary Arthur R,	2
24228	Moldovan Alíz,	1
24229	meghívott művészek,	2
24230	Gerlinde Miesenböck,	2
24231	KOÓS GÁBOR,	4
24232	Gonda Tibor  alpolgármester úr	1
24233	Invisible Playground w/ Reality Research Center,	2
24234	Rőczei György,	2
24235	Kravjánszki Róbert	4
24236	MEGHÍVÓ,	1
24237	Balogh Gallus,	2
24238	Maria Temnitschka,	2
24239	Szepessy Béla grafikusművész,	1
24240	Olga TOBRELUTS,	2
24241	Cserkuti Dávid,	5
24242	Közreműködik Passuth Krisztina művészettörténész,	2
24243	ZÉES Zoltán Sándor,	2
24244	Agnieszka Brzezanska&Fodor János,	2
24245	Bruno,	1
24246	Keiko Sei,	5
24247	Franciaország > magyarországi nagykövete	2
24248	Páldi Lívia művészettörténész	1
24249	Zsemlye Ildikó és Újházi Péter,	2
24250	Diana Šajdová és Mária Klaučová,	2
24251	Jože Slaček,	2
24252	Demon-Press,	2
24253	Lini Enikő,	2
24254	Marko STAMENKOVIC független kurátor,	2
24255	Panda Tv,	1
24256	Noviki,	4
24257	Dmitry Alexandrovich Prigov,	1
24258	Damjanich u. 39,	4
24259	FÖLDÉNYI  F. LÁSZLÓ	2
24260	Kerny Terézia	2
24261	Téglásy Lili	4
24262	Dr. Bodnár Zoltán,	2
24263	Alec Soth,	2
24264	Zbynek Sedlecky	2
24265	Albrecht Júlia,	2
24266	Radványi György Ybl-díjas építész	2
24267	Bús Balázs,	2
24268	Natalia LL,	10
24269	Marge Monko,	11
24270	Őexc. Ksenija Škrilec,	2
24271	László Zsuzsa,	30
24272	GÁYOR Tibor,	6
24273	Róka Enikő,	18
24274	Riccardo Farkas,	2
24275	Elli Kuruş,	2
24276	Bozzai Dániel (arculattervezés),	2
24277	Basics Beatrix,	2
24278	XV. századi művészek,	2
24279	Bozzai Dániel,	6
24280	Szabó Eszter Ágnes képzőművész,	4
24281	Szlabej Zoltán,	2
24282	Gábor Móricz,	2
24283	Kutasy Mercédesz,	2
24284	Hjort Guttu,	1
24285	Kelemen Károly,	36
24286	Dér András és Hartai László,	2
24287	Borsódy Eszter,	4
24288	Lieber Erzsébert,	2
24289	Józsa Éva,	2
24290	Alpár,	2
24291	a Dél-Afrikai Köztársaság nagykövet asszonya,	2
24292	Maximillian Sinclair	2
24293	Mariya Kozhanova,	2
24294	BARNAFÖLDI Anna,	4
24295	a Budapesti Metropolitan Egyetem (METU) művészeti hallgatói	3
24296	Pálfalusi Attila	4
24297	Gosha Rubchinskiy,	2
24298	Bánfalvi Eszter,	2
24299	Daniel Domig,	4
24300	MÉHES László,	2
24301	Ducki Tomek,	4
24302	Patrick Baumüller (A),	2
24303	Rechnitzer Zsófia,	11
24304	Vásárhelyi Antal képzőművész,	2
24305	Michał Grochowiak,	2
24306	Anne Simone Tullemans,	2
24307	Ata Kandó,	3
24308	VADAS József	2
24309	Gaál Orsolya,	2
24310	Kreartiv Stúdió	2
24311	Szűts,	1
24312	Oszter Dezső,	6
24313	Sinisa Labrovic,	2
24314	Szeleczki Rozália,	3
24315	A Pesti Bölcsész Akadémia kihelyezett előadása	4
24316	Fodor Dávid,	2
24317	Stefanovits Péterrel	2
24318	Lőrinczi Gergely,	3
24319	Geisbühl Tünde művészetpedagógus	2
24320	Sinkovics Ede	3
24321	Domián,	2
24322	Menesi Luca)	8
24323	Katarzyna Bogucka,	1
24324	F. FARKAS Tamás,	1
24325	Go Hyeongseok,	2
24326	Varga Vera,	3
24327	TASNÁDI Szandra,	2
24328	Rényi András művészettörténész  az ELTE Művészettörténeti Intézet igazgatója	2
24329	Kéri Gáspár,	1
24330	BÓDY Gábor,	4
24331	Rákosfalvy Zsuzsi Lívia,	2
24332	Fekete Zsolt  Lovacska,	2
24333	Ardai Ildikó	2
24334	Tihanyi Lajos,	4
24335	Sugár János kiállítása a Műcsarnok Cipó Galériájában,	2
24336	Horváth Hajnalka,	2
24337	Anna Frank Józsa,	2
24338	Na,	2
24339	Dieter Roth,	2
24340	Parádi Judit és Káldi Kata,	2
24341	Tibetért,	2
24342	Somogyi Rohonczy Zsófia	2
24343	Ganczaugh Miklós festőművész,	1
24344	Miguel Delibes,	2
24345	Konkoly Ágnes művészettörténész	6
24346	Bojár Iván András,	14
24347	Ráczová Enikő Polly,	2
24348	az Európai Bizottság Magyarországi Képviseletének vezetője	2
24349	Gilbert Garcin,	2
24350	Nyilas Atilla,	4
24351	Technica Schweiz,	2
24352	a Szervátiusz Jenő és Szervátiusz Tibor. Két szobrász,	1
24353	Inaki Abad Leguina,	2
24354	Bagi Zsolt  lektor,	2
24355	Tóth Katalin	2
24356	Katharina Roters (AT),	2
24357	Csiszér Zsuzsi,	70
24358	Sándor Miklós	1
24359	Kapusi Gábor,	4
24360	Misetics Mátyás	13
24361	Dudás Andrea,	2
24362	Török Ádám és a Mini,	2
24363	Bögi Dia,	3
24364	Káplán Géza,	2
24365	Afrobreakz,	1
24366	Kondor-Szilágyi Mária művészettörténész	2
24367	Intertájék,	1
24368	Erdős Virág	2
24369	Robert Zakanitch,	2
24370	SÁNDORKrisztián,	1
24371	Grayson Perry,	2
24372	Szepesi Attila költő	2
24373	A beszélgetés résztvevői: Dánél Móna   Feischmidt Margit,	2
24374	Bretus Imre kurátor	2
24375	Giovanni Battista,	2
24376	Mátyási Péter	2
24377	Sulyok Miklós	25
24378	Csomor Miroslava,	2
24379	Zeno Hip	1
24380	Peták Péter,	1
24381	Etentuk Inemesit	2
24382	Rohonyi Iván,	2
24383	Csudai Sándor,	2
24384	Maria Isabel Arango,	2
24385	Páldi Lívia független kurátor,	2
24386	Petra Marko,	2
24387	Passuth Krisztina	20
24388	Pilinger Erzsébet (művészettörténész),	2
24389	Süvecz Emese	17
24390	BACSA Melinda,	4
24391	Polyák Levente urbanista,	2
24392	Varga Gabi,	8
24393	Érmezei Lili,	1
24394	Kürti Emese művészettörténész	2
24395	WENIGER Nicole,	2
24396	Horváth Emese,	2
24397	Arturo Infante,	2
24398	Botár László,	3
24399	Varga Gábor Ákos,	6
24400	Gaál Kata,	3
24401	Rados Jenő,	1
24402	a kiállítás kurátora.	2
24403	Nagy Zita,	1
24404	Karácsony Gergely társadalomkutató	2
24405	dr. STURCZ JÁNOS  művészettörténész	2
24406	Kling Johanna,	1
24407	Duliskovich Bazil,	25
24408	Dér András,	4
24409	Csepregi Gyula,	2
24410	Kelen Anna	2
24411	Skublics Marcsi	2
24412	CZIGÁNY Dezső,	2
24413	Mayberian Sanskülotts,	2
24414	Lugosi Lugo László,	2
24415	Jiseon Yoon,	2
24416	Szloszjár György	2
24417	Hídvégi Áron,	1
24418	Temesvári Ferenc,	2
24419	Adrian Kolerski,	1
24420	Ilona Keserü Ilona,	7
24421	ROCCO TURI (Olaszország),	2
24422	a Ludwig Múzeum - Kortárs Művészeti Múzeum igazgatója	4
24423	Paula Wright stb.,	2
24424	Takashi Muto,	1
24425	Filip Csaba DLA,	2
24426	Kiss Zoltán képzőművész,	4
24427	RÉTI Ágnes,	1
24428	Nemes Péter	2
24429	Molnár Attila	4
24430	Mészáros Zsolt művészettörténész,	2
24431	Dombrovszky Linda,	1
24432	G.G.,	2
24433	Rónai Péter (SK),	1
24434	Győr alpolgármestere,	2
24435	FAUXBOY - DARK LORD DRIPTRON - Y LOS ETC,	1
24436	Dr. Sütö Csaba A Barcsay Jenő Képzőművészeti Alapítvány alelnöke,	2
24437	Dankó Réka	2
24438	Basky csoport,	2
24439	Boromisza Tibor	2
24440	rajztanár,	2
24441	Albert Katalin Passe-p Art,	2
24442	Szegedy-Maszák Zsuzsanna,	20
24443	Kocsis Barbara,	14
24444	Kelemen Károly	10
24445	Hans Mendler,	1
24446	Lakos Dániel,	5
24447	Bereczky Loránt	1
24448	Balogh B. Márton /Tokió/,	2
24449	Serge Blochról	2
24450	Kárpáthegyi István,	2
24451	Nikita,	2
24452	Sárvári Kovács Zsolt – dob)	2
24453	Maria José Salgueiro Corti&#241;as kulturális és turisztikai tanácsos	2
24454	Gaál József  képzőművész,	4
24455	Felsmann István	2
24456	Dr. Passuth Krisztina	1
24457	Losonczi Béla,	2
24458	Karácsonyi Vásár	1
24459	Dr. Szabó Lajos,	2
24460	BARTHA Sándor,	2
24461	Bada Emőke,	4
24462	Kállai Mária,	2
24463	Karim Soliman,	2
24464	Bálint BOLYGÓ (UK)	2
24465	TIHANYI Anna,	2
24466	Perenyei Monika,	10
24467	Ferge Zsuzsa	2
24468	Boráros Henrich és Farkas Roland,	1
24469	Borsos Lőrinc,	74
24470	Ruttka Andrea,	6
24471	Karin Bachmann,	2
24472	művészettörténnész	4
24473	OROSZ István,	2
24474	Jana Želibská	1
24475	Dávid Művészeti Szabadiskola,	2
24476	Ladjánszki Márta: tánc,	2
24477	Őexcellenciája Gajus Scheltema a  Holland Királyság Budapesti  Nagykövete,	2
24478	Dr. Stanko Nick,	2
24479	Evangleia Papadopoulou,	2
24480	Jen Kiaba,	2
24481	Háy János,	4
24482	SURÁNYI MIHÁLY,	2
24483	Tina Kult,	2
24484	Gerber Pál,	108
24485	Kustány Katalin,	2
24486	dr. Szijártó Zsolt.	2
24487	Felvégi Andrea,	4
24488	Peeter Pere,	2
24489	Varga György	2
24490	mexikói művészek,	2
24491	Sugár János (HU),	2
24492	"Haraszty István ""Édeske"","	2
24493	Sheehan Conner,	2
24494	MAYER ÉVA,	2
24495	P.Honoré,	2
24496	Pogány Judit,	1
24497	Somogyi Zsófi	3
24498	Zics Brigitta,	2
24499	M. Agus Burhan,	2
24500	A OPEN ART alkotóhéten résztvevő hallgatók,	2
24501	Dunaújváros,	2
24502	Zalai Károly,	2
24503	Szenczy Zoltán,	1
24504	Kettős Tamás	2
24505	Tóth Norbert a Kínai Szépművészeti Múzeumban rendezett kiállítás kurátora,	1
24506	ifj. Koffán Károly,	7
24507	Szabó Otto,	2
24508	Smohay díjazottak,	2
24509	Hajdu Zsófia,	2
24510	Maja és Reuben Fowkes,	11
24511	Andrew Newton,	2
24512	L. Menyhért László és Szilágyi Gábor művészettörténészek	1
24513	Oláh Katalin Kinga,	6
24514	Édeske	2
24515	efZámbó Happy Dead Band Szabad Formáció	2
24516	KOVÁTS Albert,	4
24517	Uiljona Odis,	2
24518	Kiállítás cseh,	1
24519	Simon Márton	2
24520	Barta Edit,	14
24521	Philippe Zeller	2
24522	Hollai Gábor,	2
24523	Lendvai Antal,	2
24524	Heather Schmaedeke,	1
24525	Koller,	1
24526	Palotai Magdolna,	2
24527	Johan Nieuwenhuise,	2
24528	Vértes Ági	2
24529	Laszlo Zsuzsa	2
24530	Hideki Iinuma (J),	1
24531	MARJAI JUDIT,	3
24532	Finnország,	2
24533	Szávai István rajztanár	2
24534	Szunyoghy  Viktória,	2
24535	Gerhard FRÖMEL,	4
24536	Boncsér Sára,	2
24537	Hoffmann gyűjtemény,	2
24538	Litkey György	2
24539	Bijan Moosavi,	2
24540	Tóth Pál	3
24541	Rékassy Csaba,	4
24542	Vetítések,	1
24543	PR csoport,	8
24544	Paul W. Evans,	2
24545	az MKE rektora,	2
24546	Aaron Blumm	2
24547	GALBOVY Attila,	4
24548	Művészeti Doktori Iskola,	2
24549	Brad Davis,	2
24550	Szakolczay Lajos - irodalom- és művészetkritikus	2
24551	Kovalovszky Dániel,	13
24552	Fehér Renátó,	3
24553	Aknay János,	40
24554	Szabó Noémi	20
24555	kiadó,	1
24556	Süveges Imre	2
24557	Minister Claudio Giacomino,	2
24558	BIRÓ Eszter,	4
24559	Fazekas Levente,	13
24560	Bicskei Zoltán,	1
24561	Patrick Schmierer,	2
24562	Balázs Eszter,	8
24563	Hans van Vliet,	2
24564	Lelkes András,	4
24565	Bakos Gábor és Weber Imre,	2
24566	Altneder Péter	1
24567	Stanislav BUBÁN (SK),	2
24568	az MKE docense	2
24569	Barakonyi  Szabolcs,	2
24570	Neogrády-Kiss Barnabás,	15
24571	Bereczky Lóránd	2
24572	Nagy Gergely író  újságíró	2
24573	Pácser Attila fotográfus,	2
24574	Diénes Attila,	6
24575	Hans KUPELWIESER,	4
24576	Boldog Vince,	3
24577	Taba Ágnes,	8
24578	Fayçal Baghriche,	4
24579	Hollós Ádám,	19
24580	Birkás Anna történész,	2
24581	Festő tanszék,	2
24582	Kollányi Péter	2
24583	Kebiche Samira,	2
24584	Hans Georg Koch	2
24585	Petró Zsuzsanna,	6
24586	Kiállítás Kokas Ignác (1926-2009) festőművész születésének 90. évfordulója alkalmából,	2
24587	Martincsák Kata,	2
24588	Sebastian Marbacher,	2
24589	Várfok Galéria,	2
24590	zenészek,	4
24591	Guttman Barbara,	11
24592	Varga Krisztina	2
24593	Bodoni Zsolt,	10
24594	Balogh Judit,	2
24595	Okas,	1
24596	Juhász Márton András,	2
24597	Szegő János,	2
24598	MKE hallgatók	1
24599	Sáránszki Péter,	2
24600	Németh Róbert,	21
24601	Zuzanna Janin,	4
24602	Roskó Gábor,	58
24603	mûvészettörténész	2
24604	Krizbainé Szabó Éva	2
24605	Bicskei Éva	2
24606	László János,	8
24607	Omar Arcega,	3
24608	Pettendi-Szabó Péter	2
24609	Jurij ALBERT,	2
24610	Krzysztof Marchlak,	2
24611	Zenita Hill,	2
24612	Grafika szak / Képgrafika szakirány: Dani Boglárka  Járay Katalin,	2
24613	m?vészeti író	2
24614	Ványa Gabriella,	4
24615	Jan van Oordt (CH),	2
24616	Czeglédy Nina,	4
24617	Kiss Zoltán	3
24618	Horváth H. Katalin,	3
24619	Paul Noble,	2
24620	Nemes Lászlo Norbert  Kodály Intésetének igazgatója,	1
24621	Bárdosi József művészettörténész	5
24622	Oelschläger-Őry Lajos,	2
24623	PÉTER Ildikó,	2
24624	a Capa Központ szakmai igazgatója	6
24625	Székelyi Kati képzőművész,	2
24626	Báder Ferenc,	3
24627	SZŰCS BARBARA Eszter,	2
24628	Khalil Abou Hadid	1
24629	Majoros Áron Zsolt,	19
24630	Julia Welther-Varga,	2
24631	Örkényi Strasser István,	2
24632	Viktor Hulík (Sk),	1
24633	Hecker,	1
24634	Szabó Eszter Ágnes	8
24635	a Pázmány Péter Katolikus Egyetem adjunktusa	1
24636	Arshi Ahmed,	2
24637	Horváth Gábor,	11
24638	Kasek Roland	1
24639	Olajos Ilka	4
24640	Tymek Jezierski,	1
24641	Philip Barker	2
24642	Szűcs Júlia	2
24643	Jeon,	2
24644	FKSE tagsága	2
24645	Valentine Judge	1
24646	G. Szabó Hunor,	2
24647	François SOULAGES	2
24648	Rác Csenge,	2
24649	MONOFOG performance: David Stuart Sutherland,	2
24650	Anton Lederer	2
24651	Judy Radul,	2
24652	Lilla Földy-Molnár,	1
24653	Eleni Tsakopoulos Kounalakis  az USA nagykövete	1
24654	Czirják Pál	2
24655	Rainer M. János történész	2
24656	Pátkai Rozina,	2
24657	Strabag díjazottak,	2
24658	Volkova Sisters Dj Set	2
24659	Joris Weijdom,	2
24660	The Bluesoup Group  Dmitryi Logutov,	2
24661	Hegedűs János,	2
24662	Pados Gábor  műgyűjtő és galerista,	2
24663	Vékony Dorottya – Farkas Júlia,	2
24664	Pécsi József,	2
24665	Szabó Árpád DLA egyetemi docens  az Europan Magyarország nemzeti koordinátora	2
24666	Bajnoczy Zoltán,	2
24667	Lóránt Zsuzsa,	2
24668	Erik Andersen,	2
24669	Patricia Dauder,	1
24670	Dobó Bianka	2
24671	Hangay-Szabó László,	4
24672	Miriam Laussegger [A],	2
24673	Varga Gabriella	2
24674	Johannes Stüttgen,	1
24675	Balogh Balázs,	1
24676	SÁNDOR Edit,	7
24677	Tímár Katalin (kommunikációkutató),	2
24678	Emődi Attila,	1
24679	Sándorfi Zoltán,	2
24680	Thomas Hoepker,	2
24681	Ivan Bazak,	2
24682	Török Péter	1
24683	Fejérvári Zsolt	2
24684	Tomas Saraceno,	2
24685	Jékely Zoltán,	2
24686	Mehdi MOUTASHAR,	2
24687	a MFN alapítója	2
24688	Merényi Dávid (HU)	2
24689	SZALADJÁK István operatőr,	2
24690	Marosi Dia,	2
24691	El-Hassan róza,	2
24692	Veress Enéh Erzsébet,	4
24693	Carlone Krzyszton,	1
24694	Rabóczky Judit Rita (vágás,	1
24695	WRO Art Center (PL): Össze - beszélt filmek : Miros³aw Ba³ka  Wojtek B±kowski,	1
24696	Thomas Splett	2
24697	Nagy Tamás,	8
24698	Sebetyén József építész,	2
24699	Kováts Albert	9
24700	ANA VENUS (kisérleti zene)	2
24701	Sandro Miller: Malkovich Malkovich Malkovich	4
24702	István,	2
24703	Vittorio De Sica: Biciklitolvajok	1
24704	Judi Werthein,	4
24705	Chinese Characters eddigi kiállítói,	2
24706	ÁCS DOMINIKA ének	2
24707	Vaszkó Zsolt,	2
24708	Tomasz Maniewski,	2
24709	Richter Sára	4
24710	Viktor HULIK,	4
24711	Csáky Donát Márk,	7
24712	PARENTE,	2
24713	Paul és Helene Panhuysen,	3
24714	Sárkány István	1
24715	B. Majkó Katalin,	2
24716	kandidátus,	2
24717	helyszínelő	18
24718	Dajka Péter,	2
24719	Laki Eszter,	7
24720	Palya Bea	2
24721	MIGUEL MOTHES,	2
24722	_,	12
24723	BODOR Anikó,	7
24724	RABÓCZKY JUDIT RITA,	1
24725	Block Art Egyesület,	2
24726	Ekaterina Podoprigora,	1
24727	Personal Press Project és a Fiatal Képzőművészek Stúdiója,	2
24728	Munkáskultúra a Duna partján,	2
24729	Dévényi Sándor,	3
24730	RácmolnáR Sándor,	2
24731	Vályi Csilla csellóművész	2
24732	a Lumen Fotóművészeti Alapítvány elnöke	2
24733	polihisztor,	2
24734	Török Judit,	4
24735	Krulik Ábel fotóművész,	2
24736	Török Adrien	10
24737	efZámbó,	2
24738	KIRÁLY Gergő,	2
24739	Dévényi Sándor  a Magyar Művészeti Akadémia Elnökségi tagja	6
24740	Francois Morellet,	1
24741	Personal Press Project,	2
24742	Máthé László,	2
24743	BOM Noise Session	2
24744	PÁL Csaba,	7
24745	Dr. Balázs Péter,	2
24746	Lencsés Ida kárpitművész,	2
24747	Közreműködő képzőművész: Kaszás Tamás	1
24748	Márta és Jenő  a két vidéki kultúrpotentát	2
24749	Maess Małgorzata Anand,	1
24750	Zoltán Mária Flóra festőművész,	1
24751	Mészáros Gábor,	3
24752	Wilhelm Gábor,	2
24753	Juhász Litza,	2
24754	Viktorovics	2
24755	Lipták Ildikó	2
24756	Kovács Veronika,	2
24757	Képzőművészek performanszai,	2
24758	Martinecz Márk,	2
24759	Andrianaivo Mahenina,	2
24760	ZSIKLA Mónika,	4
24761	40 művész,	2
24762	vetítés	2
24763	Kerékgyártó János,	2
24764	ANJ),	2
24765	Kovács Endre,	9
24766	Piszmán Lilla,	1
24767	Tóth Róbert,	2
24768	SZENOGRÁDI Szabina,	2
24769	Dr. Habil Lengyel Péter DLA	2
24770	Erhardt Miklós képzőművész	3
24771	Salamon Judit független kurátor	2
24772	Deák Csillag	3
24773	Sior,	4
24774	Zeke Gyula,	1
24775	Varró Attila filmesztéta	2
24776	Vagrich Bakhchanyan,	2
24777	Alf Slegers,	2
24778	Kerényi József építész	1
24779	Peter Friedl (A) és Mathilde ter Heijne (NL),	1
24780	Szilágyi Zsófia Júlia	9
24781	Halasi Rita az Átrium főszerkesztője	1
24782	Markó Péter szociológus	2
24783	Moderátor: Mélyi József	2
24784	FERENCZI Zoltán Zola,	1
24785	Gosztola Kitti–Pálinkás Bence György,	2
24786	PETE NÓRA művészettörténész	2
24787	TINA B.	2
24788	Reinhard Roy,	2
24789	Kósa János	14
24790	Jean-Baptiste Naudy,	6
24791	az Egy/Kor kiállításon	2
24792	Milja Viita,	1
24793	az MTA elnöke	2
24794	Michal Štofa,	2
24795	Földényi F. László,	2
24796	közel 160 mű,	2
24797	Piti Zsuzsanna,	1
24798	Tomasz Mróz,	3
24799	kisebbségkutató,	2
24800	Péter Ildikó	3
24801	S. Nagy Katalin művszettörténész	1
24802	52 művész a világ minden tájáról,	2
24803	Koppányi Péter	2
24804	Mendreczky Karina	2
24805	KOKSZ (Kortárs Karikatúra és Szatíra Műhely) Műhely,	1
24806	Székó Gábor szobrászművész,	1
24807	Schwarcz Volker,	2
24808	Havas Bálint	5
24809	Tardy-Molnár Anna,	4
24810	Szilágyi Csilla,	6
24811	Lukoviczky Endre,	10
24812	Victora,	3
24813	Arturas Bumsteinas,	2
24814	Deak Csillag	2
24815	Dr. Fabényi Júlia,	7
24816	Bedécs Mónika,	1
24817	Lengyel Orsolya,	3
24818	kArton Galéria	2
24819	Szalay Dávid szobrászművész	2
24820	Dr. Radnai Márton,	2
24821	Khoór Lilla-Will Potter,	3
24822	Varjas Kató,	1
24823	Anda Rottenberg,	2
24824	Fazekas Anna,	2
24825	Hajtmanszki Zoltán fotóművész	2
24826	Szilasi Alex - Makovecz Imre	2
24827	Mario Kramer szovegevel,	2
24828	Michael Kunze,	2
24829	főpolgármester-helyettes	2
24830	Barcza Dániel,	2
24831	Denis Kra¹koviæ  (HR),	2
24832	PETRÓ ZSUZSANNA kerámiatervező művész,	1
24833	Sturcz János és Michael Fehr (Karl Ernst -Osthaus Museum,	2
24834	Ján Macko,	2
24835	Felix Droeser	1
24836	Agnes Varnai,	2
24837	L. Simon László,	16
24838	Irving Penn,	2
24839	Michal Kalhous,	2
24840	Clara Bacou,	2
24841	Szörényi László,	2
24842	Archana Joshi,	2
24843	Szalay Lajos,	17
24844	Márkos Albert	2
24845	Farkash Róbert,	2
24846	Binder Károly zongoraművész  zeneszerző,	1
24847	Molnár Csaba DLA építész,	2
24848	Gadmar Höss,	2
24849	Peter Ogi	2
24850	A Magyar Képzőművészeti Egyetem végzős hallgatói,	1
24851	Zsitva Tibor,	8
24852	Dr. Hegyi Lóránd,	2
24853	Mándy Laura (Nagy Oszkárné),	2
24854	dr. Hóvári János,	5
24855	Megnyitja: L. Simon László  a Magyar Országgyűlés Kulturális és Sajtóbizottságának elnöke	2
24856	Doró Sándor,	4
24857	R Farkas,	2
24858	Phil Collins,	4
24859	Factor 44 belga független kiállítóhely hat képzőművészének előadása	2
24860	Vékony Dorottya és Farkas Júlia,	2
24861	Skonda Mária Volksbank vezérigazgató-helyettes	3
24862	Balázs Mihály,	13
24863	India,	6
24864	Oltvölgyi Tamás,	2
24865	Nemzetközi zenetársaság	2
24866	DANKÓ Bernadett,	6
24867	Barbara Sturm,	6
24868	Balikó Emese és Khoór Lilla	1
24869	Danka Zsófia	2
24870	Peter PERI,	2
24871	ZELLEI Bodlárka Éva	2
24872	satöbbi...,	2
24873	Vojtěch Žák & Vojtěch Rada,	2
24874	Vadas József művészettörténész	4
24875	Barta Lajos,	2
24876	Yousuf Karsh,	2
24877	Lijun Zhang,	2
24878	Műcsarnok Filmklub	14
24879	OCSKAY László Doky,	5
24880	KOVÁCS Attila,	10
24881	Kumin Mónika,	2
24882	Nagy Kristóf,	9
24883	Zékány Dia,	22
24884	LŐRINCZ Zsuzsanna,	2
24885	Vásárhelyi Zsolt,	11
24886	Művek a 60-as,	2
24887	V. Turner,	1
24888	Kecskés Péter-képzőművész	1
24889	Martin Riches,	2
24890	PETRÁNYI Zsolt	2
24891	Nagy Ágoston,	6
24892	Piti Marcell,	9
24893	köszöntőt mond: Erőss István képzőművész,	2
24894	SZTANÓ Zsuzsanna,	2
24895	Felix Ensslin	2
24896	Prof. Somorjai-Kiss Tibor,	2
24897	A Mapping the Local szeminárium,	2
24898	Keszeg Nándor	2
24899	DRÉGELY IMRE	2
24900	Kútvölgyi-Szabó Áron,	39
24901	ef ZÁMBÓ ISTVÁN,	2
24902	Michal Janowski,	1
24903	magyar művészek	4
24904	ÁCS BÁLINT | FERNEZELYI MÁRTON | KOZMA ÉVA | PETERNÁK MIKLÓS	1
24905	szobrász	2
24906	Beate Linne,	4
24907	Breszkovics Bernadett,	2
24908	a Népszava fotóriportere,	4
24909	Baló István	2
24910	Ikoon,	2
24911	ICA-kru feat. Trixy007	2
24912	Hantos Károly képzőművész tanár,	2
24913	Herman Nitsch,	2
24914	Sores Zsolt	2
24915	TrainingSpot Társulat	2
24916	Sajtó és kulturális ügyek,	3
24917	Puszt Zsófia,	7
24918	Szombathy Bálint szépségkutató,	2
24919	Dr. Habil,	2
24920	Makáryné Fodor Éva,	2
24921	Mai Manó,	2
24922	Taysir,	3
24923	Gabriel Lester,	1
24924	Kárpáti Tamás,	7
24925	Hernádi Miklós	2
24926	Tóth István fotóművész,	2
